Rk;Player;Nation;Pos;Squad;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls;Ast;G+A;G-PK;G+A-PK;xG;xAG;xG+xAG;npxG;npxG+xAG
563;Emiliano Velázquez;uy URU;DF;FC Juárez;29-003;1994;9;9;753;8.4;0;0;0;0;0;0;2;0;0.1;0.1;0.0;0.2;2;16;0;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02
564;Jesús Venegas;mx MEX;MFFW;Toluca;28-034;1995;13;4;465;5.2;0;0;0;0;0;0;1;0;0.1;0.1;0.1;0.1;1;11;3;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.02;0.01;0.02
565;Érik Vera;mx MEX;DF;Querétaro;31-040;1992;3;2;166;1.8;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;2;8;5;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.04;0.00;0.04
566;Álvaro Verda;mx MEX;FWDF;Querétaro;24-094;1999;4;0;74;0.8;0;0;0;0;0;0;0;0;0.6;0.6;0.1;0.7;1;0;8;0.00;0.00;0.00;0.00;0.00;0.76;0.10;0.86;0.76;0.86
567;Duván Vergara;co COL;MFFW;Monterrey;26-236;1996;12;0;194;2.2;1;0;1;0;1;1;0;0;1.1;0.3;0.1;0.4;7;12;19;0.46;0.00;0.46;0.00;0.00;0.50;0.03;0.53;0.14;0.17
568;Néstor Vidrio;mx MEX;DF;Mazatlán;34-042;1989;27;25;2282;25.4;0;0;0;0;0;0;6;0;0.5;0.5;0.2;0.7;14;65;3;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.03;0.02;0.03
569;Nicolás Vikonis;uy URU;GK;Mazatlán;39-027;1984;22;22;1935;21.5;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
570;Oscar Villa;mx MEX;DF;León;22-068;2001;13;5;415;4.6;0;0;0;0;0;0;3;1;0.1;0.1;0.1;0.2;6;15;16;0.00;0.00;0.00;0.00;0.00;0.02;0.03;0.05;0.02;0.05
571;Patrick Villa;mx MEX;DF;Puebla;19-143;2003;2;1;84;0.9;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02
572;Dieter Villalpando;mx MEX;MFFW;Atlético;31-272;1991;15;13;996;11.1;1;0;1;1;0;0;1;1;1.1;1.1;1.6;2.8;34;64;49;0.09;0.00;0.09;0.09;0.09;0.10;0.15;0.25;0.10;0.25
573;Dieter Villalpando;mx MEX;MFFW;Necaxa;31-272;1991;11;9;695;7.7;0;1;1;0;0;0;3;0;0.4;0.4;0.5;1.0;20;45;48;0.00;0.13;0.13;0.00;0.13;0.05;0.07;0.13;0.05;0.13
574;Everardo López del Villar;mx MEX;DF;Toluca;18-041;2005;2;0;22;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
575;Sergio Villarreal;mx MEX;DF;Monterrey;23-113;2000;1;0;25;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
576;Federico Viñas;uy URU;FWMF;América;24-307;1998;25;3;527;5.9;3;1;4;3;0;0;2;0;3.1;3.1;0.7;3.8;6;15;40;0.51;0.17;0.68;0.51;0.68;0.53;0.11;0.65;0.53;0.65
577;Isaías Violante;mx MEX;MFFW;Toluca;19-195;2003;11;1;152;1.7;0;0;0;0;0;0;1;0;0.3;0.3;0.2;0.5;7;9;11;0.00;0.00;0.00;0.00;0.00;0.19;0.09;0.28;0.19;0.28
578;Vitinho;br BRA;FWMF;Atlético;22-010;2001;32;14;1534;17.0;2;0;2;2;0;0;5;0;3.3;3.3;1.3;4.7;82;55;158;0.12;0.00;0.12;0.12;0.12;0.20;0.08;0.27;0.20;0.27
579;Tiago Volpi;br BRA;GK;Toluca;32-135;1990;32;32;2880;32.0;3;0;3;0;3;3;3;0;2.5;0.1;0.0;0.1;0;1;0;0.09;0.00;0.09;0.00;0.00;0.08;0.00;0.08;0.00;0.00
580;Facundo Waller;uy URU;FWMF;Atlético;26-024;1997;17;17;1348;15.0;1;2;3;1;0;0;3;0;2.0;2.0;1.6;3.6;50;44;81;0.07;0.13;0.20;0.07;0.20;0.13;0.11;0.24;0.13;0.24
581;Facundo Waller;uy URU;MFFW;Puebla;26-024;1997;12;10;830;9.2;1;1;2;1;0;0;2;0;1.7;1.7;0.7;2.4;22;32;45;0.11;0.11;0.22;0.11;0.22;0.19;0.07;0.26;0.19;0.26
582;Édgar Yoel Bárcenas;pa PAN;FWMF;Mazatlán;29-192;1993;28;22;2040;22.7;0;4;4;0;0;0;4;0;3.0;3.0;3.6;6.6;80;80;133;0.00;0.18;0.18;0.00;0.18;0.13;0.16;0.29;0.13;0.29
583;Paolo Yrizar;mx MEX;FW;Guadalajara;25-270;1997;1;0;19;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
584;Ángel Zaldívar;mx MEX;FW;Atlético;29-084;1994;15;7;704;7.8;1;1;2;0;1;1;2;0;2.9;2.1;1.0;3.2;3;17;34;0.13;0.13;0.26;0.00;0.13;0.38;0.13;0.51;0.27;0.41
585;Ángel Zaldívar;mx MEX;FW;Guadalajara;29-084;1994;14;11;761;8.5;4;0;4;3;1;2;1;0;3.5;1.7;0.8;2.5;6;13;30;0.47;0.00;0.47;0.35;0.35;0.41;0.09;0.50;0.21;0.29
586;Edgar Zaldívar;mx MEX;MF;Atlas;26-198;1996;28;19;1647;18.3;0;0;0;0;0;0;7;0;0.5;0.5;0.5;1.0;13;55;24;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.05;0.03;0.05
587;Ángel Zapata;mx MEX;MF;Monterrey;22-089;2001;1;0;1;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
588;Alejandro Zendejas;us USA;FWMF;América;25-085;1998;28;25;1861;20.7;8;4;12;8;0;0;6;0;4.5;4.5;4.1;8.6;61;103;202;0.39;0.19;0.58;0.39;0.58;0.22;0.20;0.41;0.22;0.41
589;José Zúñiga;co COL;FW;Querétaro;28-294;1994;17;10;984;10.9;2;1;3;2;0;0;1;0;4.0;4.0;0.4;4.4;16;12;60;0.18;0.09;0.27;0.18;0.27;0.37;0.04;0.40;0.37;0.40
